,DataFrame,,From Online Query on Uniprot,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
45513,TPM1,,,,,,,,,
45514,TPM1,,,,,,,,,
45515,TPM1,,,,,,,,,
45516,TPM1,,,,,,,,,
45517,TPM1,,,,,,,,,
45518,TPM1,,,,,,,,,
45519,TPM1,,,,,,,,,
45520,TPM1,,,,,,,,,
45521,TPM1,,,,,,,,,
45522,TPM1,,,,,,,,,
45523,TPM1,,,,,,,,,
45524,TPM1,,,,,,,,,
45525,TPM1,,,,,,,,,
45526,TPM1,,,,,,,,,
45527,TPM1,,,,,,,,,
45528,TPM1,,,,,,,,,
45529,TPM1,,,,,,,,,
45530,TPM1,,,,,,,,,
45531,TPM1,,,,,,,,,
45532,TPM1,,,,,,,,,
45533,TPM1,,,,,,,,,
45534,TPM1,,,,,,,,,
45535,TPM1,,,,,,,,,
45536,TPM1,,,,,,,,,
45537,TPM1,,,,,,,,,
45538,TPM1,,,,,,,,,
45539,TPM1,,,,,,,,,
45540,TPM1,,,,,,,,,
45541,TPM1,,,,,,,,,
45542,TPM1,,,,,,,,,
45543,TPM1,,,,,,,,,
45544,TPM1,,,,,,,,,
45545,TPM1,,,,,,,,,
45546,TPM1,,,,,,,,,
45547,TPM1,,,,,,,,,
45548,TPM1,,,,,,,,,
45549,TPM1,,,,,,,,,
45550,TPM1,,,,,,,,,
45551,TPM1,,,,,,,,,
45552,TPM1,,,,,,,,,
45553,TPM1,,,,,,,,,
45554,TPM1,,,,,,,,,
45555,TPM1,,,,,,,,,
45556,TPM1,,,,,,,,,
45557,TPM1,,,,,,,,,
45558,TPM1,,,,,,,,,
45559,TPM1,,,,,,,,,
45560,TPM1,,,,,,,,,
45561,TPM1,,,,,,,,,
45562,TPM1,,,,,,,,,
45563,TPM1,,,,,,,,,
45564,TPM1,,,,,,,,,
45565,TPM1,,,,,,,,,
45566,TPM1,,,,,,,,,
45567,TPM1,,,,,,,,,
45568,PPIB,,,,,,,,,
45569,PPIB,,,,,,,,,
45570,SPG21,,,,,,,,,
45571,SPG21,,,,,,,,,
45572,SPG21,,,,,,,,,
45573,SPG21,,,,,,,,,
45574,MTFMT,,,,,,,,,
45575,MTFMT,,,,,,,,,
45576,KBTBD13,,,,,,,,,
45577,KBTBD13,,,,,,,,,
45578,KBTBD13,,,,,,,,,
45579,KBTBD13,,,,,,,,,
45580,KBTBD13,,,,,,,,,
45581,KBTBD13,,,,,,,,,
45582,KBTBD13,,,,,,,,,
45583,KBTBD13,,,,,,,,,
45584,KBTBD13,,,,,,,,,
45585,KBTBD13,,,,,,,,,
45586,KBTBD13,,,,,,,,,
45587,KBTBD13,,,,,,,,,
45588,KBTBD13,,,,,,,,,
45589,KBTBD13,,,,,,,,,
45590,KBTBD13,,,,,,,,,
45591,KBTBD13,,,,,,,,,
45592,KBTBD13,,,,,,,,,
45593,KBTBD13,,,,,,,,,
45594,KBTBD13,,,,,,,,,
45595,KBTBD13,,,,,,,,,
45596,KBTBD13,,,,,,,,,
45597,KBTBD13,,,,,,,,,
45598,KBTBD13,,,,,,,,,
45599,KBTBD13,,,,,,,,,
45600,SLC24A1,,,,,,,,,
45601,SLC24A1,,,,,,,,,
45602,SLC24A1,,,,,,,,,
45603,SLC24A1,,,,,,,,,
45604,SLC24A1,,,,,,,,,
45605,SLC24A1,,,,,,,,,
45606,SLC24A1,,,,,,,,,
45607,SLC24A1,,,,,,,,,
45608,SLC24A1,,,,,,,,,
45609,MAP2K1,,,,,,,,,
45610,MAP2K1,,,,,,,,,
45611,MAP2K1,,,,,,,,,
45612,MAP2K1,,,,,,,,,
45613,MAP2K1,,,,,,,,,
45614,MAP2K1,,,,,,,,,
45615,MAP2K1,,,,,,,,,
45616,MAP2K1,,,,,,,,,
45617,MAP2K1,,,,,,,,,
45618,MAP2K1,,,,,,,,,
45619,SNAPC5,,,,,,,,,
45620,MAP2K1,,,,,,,,,
45621,SMAD6,,,,,,,,,
45622,SMAD3,,,,,,,,,
45623,SMAD3,,,,,,,,,
45624,SMAD3,,,,,,,,,
45625,SMAD3,,,,,,,,,
45626,SMAD3,,,,,,,,,
45627,SMAD3,,,,,,,,,
45628,SMAD3,,,,,,,,,
45629,SMAD3,,,,,,,,,
45630,SMAD3,,,,,,,,,
45631,SMAD3,,,,,,,,,
45632,SMAD3,,,,,,,,,
45633,SMAD3,,,,,,,,,
45634,SMAD3,,,,,,,,,
45635,SMAD3,,,,,,,,,
45636,SMAD3,,,,,,,,,
45637,SMAD3,,,,,,,,,
45638,SMAD3,,,,,,,,,
45639,SMAD3,,,,,,,,,
45640,SMAD3,,,,,,,,,
45641,SMAD3,,,,,,,,,
45642,SMAD3,,,,,,,,,
45643,SMAD3,,,,,,,,,
45644,SMAD3,,,,,,,,,
45645,SMAD3,,,,,,,,,
45646,SMAD3,,,,,,,,,
45647,SMAD3,,,,,,,,,
45648,SMAD3,,,,,,,,,
45649,SMAD3,,,,,,,,,
45650,SMAD3,,,,,,,,,
45651,SMAD3,,,,,,,,,
45652,SMAD3,,,,,,,,,
45653,SMAD3,,,,,,,,,
45654,SMAD3,,,,,,,,,
45655,SMAD3,,,,,,,,,
45656,SMAD3,,,,,,,,,
45657,SMAD3,,,,,,,,,
45658,SMAD3,,,,,,,,,
45659,SMAD3,,,,,,,,,
45660,SMAD3,,,,,,,,,
45661,CLN6,,,,,,,,,
45662,CLN6,,,,,,,,,
45663,CLN6,,,,,,,,,
45664,CLN6,,,,,,,,,
45665,CLN6,,,,,,,,,
45666,CLN6,,,,,,,,,
45667,CLN6,,,,,,,,,
45668,CLN6,,,,,,,,,
45669,CLN6,,,,,,,,,
45670,CLN6,,,,,,,,,
45671,CLN6,,,,,,,,,
45672,CLN6,,,,,,,,,
45673,CLN6,,,,,,,,,
45674,CLN6,,,,,,,,,
45675,CLN6,,,,,,,,,
45676,CLN6,,,,,,,,,
45677,CLN6,,,,,,,,,
45678,CLN6,,,,,,,,,
45679,CLN6,,,,,,,,,
45680,CLN6,,,,,,,,,
45681,CLN6,,,,,,,,,
45682,CLN6,,,,,,,,,
45683,CLN6,,,,,,,,,
45684,CLN6,,,,,,,,,
45685,CLN6,,,,,,,,,
45686,CLN6,,,,,,,,,
45687,CLN6,,,,,,,,,
45688,CLN6,,,,,,,,,
45689,CLN6,,,,,,,,,
45690,CLN6,,,,,,,,,
45691,CLN6,,,,,,,,,
45692,NR2E3,,,,,,,,,
45693,NR2E3,,,,,,,,,
45694,NR2E3,,,,,,,,,
45695,NR2E3,,,,,,,,,
45696,NR2E3,,,,,,,,,
45697,NR2E3,,,,,,,,,
45698,NR2E3,,,,,,,,,
45699,NR2E3,,,,,,,,,
45700,NR2E3,,,,,,,,,
45701,HEXA,,,,,,,,,
45702,HEXA,,,,,,,,,
45703,HEXA,,,,,,,,,
45704,HEXA,,,,,,,,,
45705,HEXA,,,,,,,,,
45706,HEXA,,,,,,,,,
45707,HEXA,,,,,,,,,
45708,HEXA,,,,,,,,,
45709,HEXA,,,,,,,,,
45710,HEXA,,,,,,,,,
45711,HEXA,,,,,,,,,
45712,HEXA,,,,,,,,,
45713,HEXA,,,,,,,,,
45714,HEXA,,,,,,,,,
45715,HEXA,,,,,,,,,
45716,HEXA,,,,,,,,,
45717,HEXA,,,,,,,,,
45718,HEXA,,,,,,,,,
45719,HEXA,,,,,,,,,
45720,HEXA,,,,,,,,,
45721,HEXA,,,,,,,,,
45722,HEXA,,,,,,,,,
45723,HEXA,,,,,,,,,
45724,HEXA,,,,,,,,,
45725,HEXA,,,,,,,,,
45726,HEXA,,,,,,,,,
45727,HEXA,,,,,,,,,
45728,HEXA,,,,,,,,,
45729,HEXA,,,,,,,,,
45730,HEXA,,,,,,,,,
45731,BBS4,,,,,,,,,
45732,BBS4,,,,,,,,,
45733,BBS4,,,,,,,,,
45734,BBS4,,,,,,,,,
45735,BBS4,,,,,,,,,
45736,BBS4,,,,,,,,,
45737,BBS4,,,,,,,,,
45738,BBS4,,,,,,,,,
45739,BBS4,,,,,,,,,
45740,BBS4,,,,,,,,,
45741,BBS4,,,,,,,,,
45742,BBS4,,,,,,,,,
45743,HCN4,,,,,,,,,
45744,HCN4,,,,,,,,,
45745,HCN4,,,,,,,,,
45746,HCN4,,,,,,,,,
45747,HCN4,,,,,,,,,
45748,HCN4,,,,,,,,,
45749,HCN4,,,,,,,,,
45750,HCN4,,,,,,,,,
45751,HCN4,,,,,,,,,
45752,HCN4,,,,,,,,,
45753,HCN4,,,,,,,,,
45754,HCN4,,,,,,,,,
45755,HCN4,,,,,,,,,
45756,HCN4,,,,,,,,,
45757,HCN4,,,,,,,,,
45758,HCN4,,,,,,,,,
45759,HCN4,,,,,,,,,
45760,HCN4,,,,,,,,,
45761,HCN4,,,,,,,,,
45762,HCN4,,,,,,,,,
45763,HCN4,,,,,,,,,
45764,HCN4,,,,,,,,,
45765,HCN4,,,,,,,,,
45766,HCN4,,,,,,,,,
45767,HCN4,,,,,,,,,
45768,HCN4,,,,,,,,,
45769,HCN4,,,,,,,,,
45770,HCN4,,,,,,,,,
45771,HCN4,,,,,,,,,
45772,HCN4,,,,,,,,,
45773,HCN4,,,,,,,,,
45774,HCN4,,,,,,,,,
45775,HCN4,,,,,,,,,
45776,HCN4,,,,,,,,,
45777,HCN4,,,,,,,,,
45778,HCN4,,,,,,,,,
45779,HCN4,,,,,,,,,
45780,HCN4,,,,,,,,,
45781,HCN4,,,,,,,,,
45782,HCN4,,,,,,,,,
45783,HCN4,,,,,,,,,
45784,HCN4,,,,,,,,,
45785,HCN4,,,,,,,,,
45786,HCN4,,,,,,,,,
45787,HCN4,,,,,,,,,
45788,HCN4,,,,,,,,,
45789,HCN4,,,,,,,,,
45790,HCN4,,,,,,,,,
45791,HCN4,,,,,,,,,
45792,HCN4,,,,,,,,,
45793,HCN4,,,,,,,,,
45794,HCN4,,,,,,,,,
45795,HCN4,,,,,,,,,
45796,HCN4,,,,,,,,,
45797,HCN4,,,,,,,,,
45798,HCN4,,,,,,,,,
45799,HCN4,,,,,,,,,
45800,HCN4,,,,,,,,,
45801,HCN4,,,,,,,,,
45802,HCN4,,,,,,,,,
45803,HCN4,,,,,,,,,
45804,STRA6,,,,,,,,,
45805,STRA6,,,,,,,,,
45806,STRA6,,,,,,,,,
45807,STRA6,,,,,,,,,
45808,STRA6,,,,,,,,,
45809,STRA6,,,,,,,,,
45810,STRA6,,,,,,,,,
45811,CYP11A1,,,,,,,,,
45812,MPI,,,,,,,,,
45813,MPI,,,,,,,,,
45814,MPI,,,,,,,,,
45815,MPI,,,,,,,,,
45816,MPI,,,,,,,,,
45817,MPI,,,,,,,,,
45818,MPI,,,,,,,,,
45819,MPI,,,,,,,,,
45820,MPI,,,,,,,,,
45821,MPI,,,,,,,,,
45822,MPI,,,,,,,,,
45823,MPI,,,,,,,,,
45824,MPI,,,,,,,,,
45825,ETFA,,,,,,,,,
45826,ETFA,,,,,,,,,
45827,ETFA,,,,,,,,,
45828,ETFA,,,,,,,,,
45829,ETFA,,,,,,,,,
45830,ETFA,,,,,,,,,
45831,ETFA,,,,,,,,,
45832,ETFA,,,,,,,,,
45833,PSTPIP1,,,,,,,,,
45834,PSTPIP1,,,,,,,,,
45835,PSTPIP1,,,,,,,,,
45836,PSTPIP1,,,,,,,,,
45837,PSTPIP1,,,,,,,,,
45838,PSTPIP1,,,,,,,,,
45839,PSTPIP1,,,,,,,,,
45840,PSTPIP1,,,,,,,,,
45841,PSTPIP1,,,,,,,,,
45842,PSTPIP1,,,,,,,,,
45843,PSTPIP1,,,,,,,,,
45844,PSTPIP1,,,,,,,,,
45845,PSTPIP1,,,,,,,,,
45846,PSTPIP1,,,,,,,,,
45847,PSTPIP1,,,,,,,,,
45848,PSTPIP1,,,,,,,,,
45849,PSTPIP1,,,,,,,,,
45850,PSTPIP1,,,,,,,,,
45851,PSTPIP1,,,,,,,,,
45852,PSTPIP1,,,,,,,,,
45853,PSTPIP1,,,,,,,,,
45854,PSTPIP1,,,,,,,,,
45855,PSTPIP1,,,,,,,,,
45856,PSTPIP1,,,,,,,,,
45857,PSTPIP1,,,,,,,,,
45858,PSTPIP1,,,,,,,,,
45859,PSTPIP1,,,,,,,,,
45860,PSTPIP1,,,,,,,,,
45861,PSTPIP1,,,,,,,,,
45862,CIB2,,,,,,,,,
45863,CIB2,,,,,,,,,
45864,CIB2,,,,,,,,,
45865,CIB2,,,,,,,,,
45866,CIB2,,,,,,,,,
45867,CIB2,,,,,,,,,
45868,FAH,,,,,,,,,
45869,FAH,,,,,,,,,
45870,FAH,,,,,,,,,
45871,FAH,,,,,,,,,
45872,FAH,,,,,,,,,
45873,FAH,,,,,,,,,
45874,FAH,,,,,,,,,
45875,FAH,,,,,,,,,
45876,FAH,,,,,,,,,
45877,FAH,,,,,,,,,
45878,FAH,,,,,,,,,
45879,FAH,,,,,,,,,
45880,FAH,,,,,,,,,
45881,FAH,,,,,,,,,
45882,FAH,,,,,,,,,
45883,FAH,,,,,,,,,
45884,FAH,,,,,,,,,
45885,FAH,,,,,,,,,
45886,FAH,,,,,,,,,
45887,FAH,,,,,,,,,
45888,FAH,,,,,,,,,
45889,FAH,,,,,,,,,
45890,WDR73,,,,,,,,,
45891,RLBP1,,,,,,,,,
45892,RLBP1,,,,,,,,,
45893,RLBP1,,,,,,,,,
45894,RLBP1,,,,,,,,,
45895,RLBP1,,,,,,,,,
45896,FANCI,,,,,,,,,
45897,FANCI,,,,,,,,,
45898,FANCI,,,,,,,,,
45899,FANCI,,,,,,,,,
45900,FANCI,,,,,,,,,
45901,FANCI,,,,,,,,,
45902,FANCI,,,,,,,,,
45903,FANCI,,,,,,,,,
45904,FANCI,,,,,,,,,
45905,FANCI,,,,,,,,,
45906,FANCI,,,,,,,,,
45907,FANCI,,,,,,,,,
45908,FANCI,,,,,,,,,
45909,FANCI,,,,,,,,,
45910,FANCI,,,,,,,,,
45911,FANCI,,,,,,,,,
45912,FANCI,,,,,,,,,
45913,FANCI,,,,,,,,,
45914,FANCI,,,,,,,,,
45915,FANCI,,,,,,,,,
45916,FANCI,,,,,,,,,
45917,FANCI,,,,,,,,,
45918,FANCI,,,,,,,,,
45919,FANCI,,,,,,,,,
45920,FANCI,,,,,,,,,
45921,FANCI,,,,,,,,,
45922,FANCI,,,,,,,,,
45923,FANCI,,,,,,,,,
45924,FANCI,,,,,,,,,
45925,FANCI,,,,,,,,,
45926,FANCI,,,,,,,,,
45927,FANCI,,,,,,,,,
45928,FANCI,,,,,,,,,
45929,FANCI,,,,,,,,,
45930,FANCI,,,,,,,,,
45931,FANCI,,,,,,,,,
45932,FANCI,,,,,,,,,
45933,FANCI,,,,,,,,,
45934,FANCI,,,,,,,,,
45935,FANCI,,,,,,,,,
45936,POLG,,,,,,,,,
45937,POLG,,,,,,,,,
45938,POLG,,,,,,,,,
45939,POLG,,,,,,,,,
45940,POLG,,,,,,,,,
45941,POLG,,,,,,,,,
45942,POLG,,,,,,,,,
45943,POLG,,,,,,,,,
45944,POLG,,,,,,,,,
45945,POLG,,,,,,,,,
45946,POLG,,,,,,,,,
45947,POLG,,,,,,,,,
45948,POLG,,,,,,,,,
45949,POLG,,,,,,,,,
45950,POLG,,,,,,,,,
45951,POLG,,,,,,,,,
45952,POLG,,,,,,,,,
45953,POLG,,,,,,,,,
45954,POLG,,,,,,,,,
45955,POLG,,,,,,,,,
45956,POLG,,,,,,,,,
45957,POLG,,,,,,,,,
45958,POLG,,,,,,,,,
45959,POLG,,,,,,,,,
45960,POLG,,,,,,,,,
45961,POLG,,,,,,,,,
45962,POLG,,,,,,,,,
45963,POLG,,,,,,,,,
45964,POLG,,,,,,,,,
45965,POLG,,,,,,,,,
45966,POLG,,,,,,,,,
45967,POLG,,,,,,,,,
45968,POLG,,,,,,,,,
45969,POLG,,,,,,,,,
45970,POLG,,,,,,,,,
45971,POLG,,,,,,,,,
45972,POLG,,,,,,,,,
45973,POLG,,,,,,,,,
45974,POLG,,,,,,,,,
45975,POLG,,,,,,,,,
45976,POLG,,,,,,,,,
45977,POLG,,,,,,,,,
45978,POLG,,,,,,,,,
45979,POLG,,,,,,,,,
45980,POLG,,,,,,,,,
45981,POLG,,,,,,,,,
45982,POLG,,,,,,,,,
45983,POLG,,,,,,,,,
45984,POLG,,,,,,,,,
45985,POLG,,,,,,,,,
45986,POLG,,,,,,,,,
45987,POLG,,,,,,,,,
45988,POLG,,,,,,,,,
45989,POLG,,,,,,,,,
45990,POLG,,,,,,,,,
45991,POLG,,,,,,,,,
45992,POLG,,,,,,,,,
45993,POLG,,,,,,,,,
45994,POLG,,,,,,,,,
45995,POLG,,,,,,,,,
45996,POLG,,,,,,,,,
45997,POLG,,,,,,,,,
45998,POLG,,,,,,,,,
45999,POLG,,,,,,,,,
46000,POLG,,,,,,,,,
46001,POLG,,,,,,,,,
46002,POLG,,,,,,,,,
46003,POLG,,,,,,,,,
46004,POLG,,,,,,,,,
46005,POLG,,,,,,,,,
46006,POLG,,,,,,,,,
46007,POLG,,,,,,,,,
46008,POLG,,,,,,,,,
46009,POLG,,,,,,,,,
46010,POLG,,,,,,,,,
46011,POLG,,,,,,,,,
46012,POLG,,,,,,,,,
46013,POLG,,,,,,,,,
46014,POLG,,,,,,,,,
46015,POLG,,,,,,,,,
46016,POLG,,,,,,,,,
46017,POLG,,,,,,,,,
46018,POLG,,,,,,,,,
46019,POLG,,,,,,,,,
46020,POLG,,,,,,,,,
46021,POLG,,,,,,,,,
46022,POLG,,,,,,,,,
46023,POLG,,,,,,,,,
46024,POLG,,,,,,,,,
46025,POLG,,,,,,,,,
46026,POLG,,,,,,,,,
46027,POLG,,,,,,,,,
46028,POLG,,,,,,,,,
46029,POLG,,,,,,,,,
46030,POLG,,,,,,,,,
46031,POLG,,,,,,,,,
46032,POLG,,,,,,,,,
46033,POLG,,,,,,,,,
46034,POLG,,,,,,,,,
46035,POLG,,,,,,,,,
46036,POLG,,,,,,,,,
46037,POLG,,,,,,,,,
46038,POLG,,,,,,,,,
46039,POLG,,,,,,,,,
46040,POLG,,,,,,,,,
46041,POLG,,,,,,,,,
46042,POLG,,,,,,,,,
46043,POLG,,,,,,,,,
46044,POLG,,,,,,,,,
46045,POLG,,,,,,,,,
46046,POLG,,,,,,,,,
46047,POLG,,,,,,,,,
46048,POLG,,,,,,,,,
46049,POLG,,,,,,,,,
46050,POLG,,,,,,,,,
46051,POLG,,,,,,,,,
46052,POLG,,,,,,,,,
46053,POLG,,,,,,,,,
46054,POLG,,,,,,,,,
46055,POLG,,,,,,,,,
46056,POLG,,,,,,,,,
46057,POLG,,,,,,,,,
46058,POLG,,,,,,,,,
46059,POLG,,,,,,,,,
46060,POLG,,,,,,,,,
46061,POLG,,,,,,,,,
46062,POLG,,,,,,,,,
46063,POLG,,,,,,,,,
46064,POLG,,,,,,,,,
46065,POLG,,,,,,,,,
46066,POLG,,,,,,,,,
46067,POLG,,,,,,,,,
46068,POLG,,,,,,,,,
46069,POLG,,,,,,,,,
46070,POLG,,,,,,,,,
46071,POLG,,,,,,,,,
46072,POLG,,,,,,,,,
46073,POLG,,,,,,,,,
46074,POLG,,,,,,,,,
46075,POLG,,,,,,,,,
46076,POLG,,,,,,,,,
46077,POLG,,,,,,,,,
46078,POLG,,,,,,,,,
46079,POLG,,,,,,,,,
46080,POLG,,,,,,,,,
46081,POLG,,,,,,,,,
46082,POLG,,,,,,,,,
46083,POLG,,,,,,,,,
46084,POLG,,,,,,,,,
46085,POLG,,,,,,,,,
46086,POLG,,,,,,,,,
46087,POLG,,,,,,,,,
46088,POLG,,,,,,,,,
46089,POLG,,,,,,,,,
46090,POLG,,,,,,,,,
46091,POLG,,,,,,,,,
46092,POLG,,,,,,,,,
46093,POLG,,,,,,,,,
46094,POLG,,,,,,,,,
46095,POLG,,,,,,,,,
46096,POLG,,,,,,,,,
46097,POLG,,,,,,,,,
46098,POLG,,,,,,,,,
46099,POLG,,,,,,,,,
46100,POLG,,,,,,,,,
46101,POLG,,,,,,,,,
46102,POLG,,,,,,,,,
46103,POLG,,,,,,,,,
46104,KIF7,,,,,,,,,
46105,KIF7,,,,,,,,,
46106,KIF7,,,,,,,,,
46107,KIF7,,,,,,,,,
46108,KIF7,,,,,,,,,
46109,KIF7,,,,,,,,,
46110,KIF7,,,,,,,,,
46111,KIF7,,,,,,,,,
46112,KIF7,,,,,,,,,
46113,KIF7,,,,,,,,,
46114,KIF7,,,,,,,,,
46115,KIF7,,,,,,,,,
46116,KIF7,,,,,,,,,
46117,KIF7,,,,,,,,,
46118,KIF7,,,,,,,,,
46119,KIF7,,,,,,,,,
46120,KIF7,,,,,,,,,
46121,KIF7,,,,,,,,,
46122,KIF7,,,,,,,,,
46123,KIF7,,,,,,,,,
46124,KIF7,,,,,,,,,
46125,KIF7,,,,,,,,,
46126,KIF7,,,,,,,,,
46127,KIF7,,,,,,,,,
46128,KIF7,,,,,,,,,
46129,KIF7,,,,,,,,,
46130,KIF7,,,,,,,,,
46131,KIF7,,,,,,,,,
46132,KIF7,,,,,,,,,
46133,KIF7,,,,,,,,,
46134,KIF7,,,,,,,,,
46135,KIF7,,,,,,,,,
46136,KIF7,,,,,,,,,
46137,KIF7,,,,,,,,,
46138,KIF7,,,,,,,,,
46139,KIF7,,,,,,,,,
46140,KIF7,,,,,,,,,
46141,KIF7,,,,,,,,,
46142,KIF7,,,,,,,,,
46143,KIF7,,,,,,,,,
46144,KIF7,,,,,,,,,
46145,KIF7,,,,,,,,,
46146,KIF7,,,,,,,,,
46147,KIF7,,,,,,,,,
46148,KIF7,,,,,,,,,
46149,KIF7,,,,,,,,,
46150,KIF7,,,,,,,,,
46151,KIF7,,,,,,,,,
46152,KIF7,,,,,,,,,
46153,KIF7,,,,,,,,,
46154,PLIN1,,,,,,,,,
46155,PLIN1,,,,,,,,,
46156,MESP2,,,,,,,,,
46157,MESP2,,,,,,,,,
46158,MESP2,,,,,,,,,
46159,MESP2,,,,,,,,,
46160,MESP2,,,,,,,,,
46161,MESP2,,,,,,,,,
46162,MESP2,,,,,,,,,
46163,MESP2,,,,,,,,,
46164,MESP2,,,,,,,,,
46165,MESP2,,,,,,,,,
46166,MESP2,,,,,,,,,
46167,MESP2,,,,,,,,,
46168,IDH2,,,,,,,,,
46169,IDH2,,,,,,,,,
46170,IDH2,,,,,,,,,
46171,BLM,,,,,,,,,
46172,BLM,,,,,,,,,
46173,BLM,,,,,,,,,
46174,BLM,,,,,,,,,
46175,BLM,,,,,,,,,
46176,BLM,,,,,,,,,
46177,BLM,,,,,,,,,
46178,BLM,,,,,,,,,
46179,BLM,,,,,,,,,
46180,BLM,,,,,,,,,
46181,BLM,,,,,,,,,
46182,BLM,,,,,,,,,
46183,BLM,,,,,,,,,
46184,BLM,,,,,,,,,
46185,BLM,,,,,,,,,
46186,BLM,,,,,,,,,
46187,BLM,,,,,,,,,
46188,BLM,,,,,,,,,
46189,BLM,,,,,,,,,
46190,BLM,,,,,,,,,
46191,BLM,,,,,,,,,
46192,BLM,,,,,,,,,
46193,BLM,,,,,,,,,
46194,BLM,,,,,,,,,
46195,BLM,,,,,,,,,
46196,BLM,,,,,,,,,
46197,BLM,,,,,,,,,
46198,BLM,,,,,,,,,
46199,BLM,,,,,,,,,
46200,BLM,,,,,,,,,
46201,BLM,,,,,,,,,
46202,BLM,,,,,,,,,
46203,BLM,,,,,,,,,
46204,BLM,,,,,,,,,
46205,BLM,,,,,,,,,
46206,BLM,,,,,,,,,
46207,BLM,,,,,,,,,
46208,BLM,,,,,,,,,
46209,BLM,,,,,,,,,
46210,BLM,,,,,,,,,
46211,BLM,,,,,,,,,
46212,BLM,,,,,,,,,
46213,BLM,,,,,,,,,
46214,BLM,,,,,,,,,
46215,BLM,,,,,,,,,
46216,BLM,,,,,,,,,
46217,BLM,,,,,,,,,
46218,BLM,,,,,,,,,
46219,BLM,,,,,,,,,
46220,BLM,,,,,,,,,
46221,BLM,,,,,,,,,
46222,BLM,,,,,,,,,
46223,BLM,,,,,,,,,
46224,BLM,,,,,,,,,
46225,BLM,,,,,,,,,
46226,BLM,,,,,,,,,
46227,BLM,,,,,,,,,
46228,BLM,,,,,,,,,
46229,BLM,,,,,,,,,
46230,BLM,,,,,,,,,
46231,BLM,,,,,,,,,
46232,BLM,,,,,,,,,
46233,BLM,,,,,,,,,
46234,BLM,,,,,,,,,
46235,BLM,,,,,,,,,
46236,BLM,,,,,,,,,
46237,BLM,,,,,,,,,
46238,BLM,,,,,,,,,
46239,BLM,,,,,,,,,
46240,BLM,,,,,,,,,
46241,BLM,,,,,,,,,
46242,BLM,,,,,,,,,
46243,BLM,,,,,,,,,
46244,BLM,,,,,,,,,
46245,BLM,,,,,,,,,
46246,BLM,,,,,,,,,
46247,BLM,,,,,,,,,
46248,BLM,,,,,,,,,
46249,BLM,,,,,,,,,
46250,BLM,,,,,,,,,
46251,BLM,,,,,,,,,
46252,BLM,,,,,,,,,
46253,BLM,,,,,,,,,
46254,BLM,,,,,,,,,
46255,BLM,,,,,,,,,
46256,BLM,,,,,,,,,
46257,BLM,,,,,,,,,
46258,BLM,,,,,,,,,
46259,BLM,,,,,,,,,
46260,BLM,,,,,,,,,
46261,BLM,,,,,,,,,
46262,BLM,,,,,,,,,
46263,BLM,,,,,,,,,
46264,BLM,,,,,,,,,
46265,BLM,,,,,,,,,
46266,BLM,,,,,,,,,
46267,BLM,,,,,,,,,
46268,BLM,,,,,,,,,
46269,BLM,,,,,,,,,
46270,BLM,,,,,,,,,
46271,BLM,,,,,,,,,
46272,BLM,,,,,,,,,
46273,BLM,,,,,,,,,
46274,BLM,,,,,,,,,
46275,BLM,,,,,,,,,
46276,BLM,,,,,,,,,
46277,BLM,,,,,,,,,
46278,BLM,,,,,,,,,
46279,BLM,,,,,,,,,
46280,BLM,,,,,,,,,
46281,BLM,,,,,,,,,
46282,BLM,,,,,,,,,
46283,BLM,,,,,,,,,
46284,BLM,,,,,,,,,
46285,BLM,,,,,,,,,
46286,BLM,,,,,,,,,
46287,BLM,,,,,,,,,
46288,BLM,,,,,,,,,
46289,BLM,,,,,,,,,
46290,BLM,,,,,,,,,
46291,BLM,,,,,,,,,
46292,BLM,,,,,,,,,
46293,BLM,,,,,,,,,
46294,BLM,,,,,,,,,
46295,BLM,,,,,,,,,
46296,BLM,,,,,,,,,
46297,BLM,,,,,,,,,
46298,BLM,,,,,,,,,
46299,BLM,,,,,,,,,
46300,VPS33B,,,,,,,,,
46301,VPS33B,,,,,,,,,
46302,VPS33B,,,,,,,,,
46303,VPS33B,,,,,,,,,
46304,VPS33B,,,,,,,,,
46305,VPS33B,,,,,,,,,
46306,VPS33B,,,,,,,,,
46307,VPS33B,,,,,,,,,
46308,VPS33B,,,,,,,,,
46309,VPS33B,,,,,,,,,
46310,VPS33B,,,,,,,,,
46311,VPS33B,,,,,,,,,
46312,VPS33B,,,,,,,,,
46313,VPS33B,,,,,,,,,
46314,VPS33B,,,,,,,,,
46315,CHD2,,,,,,,,,
46316,CHD2,,,,,,,,,
46317,CHD2,,,,,,,,,
46318,CHD2,,,,,,,,,
46319,CHD2,,,,,,,,,
46320,CHD2,,,,,,,,,
46321,CHD2,,,,,,,,,
46322,CHD2,,,,,,,,,
46323,CHD2,,,,,,,,,
46324,CHD2,,,,,,,,,
46325,CHD2,,,,,,,,,
46326,CHD2,,,,,,,,,
46327,CHD2,,,,,,,,,
46328,CHD2,,,,,,,,,
46329,CHD2,,,,,,,,,
46330,CHD2,,,,,,,,,
46331,CHD2,,,,,,,,,
46332,CHD2,,,,,,,,,
46333,CHD2,,,,,,,,,
46334,CHD2,,,,,,,,,
46335,CHD2,,,,,,,,,
46336,CHD2,,,,,,,,,
46337,CHD2,,,,,,,,,
